Texas,Louisiana,Washington,New Jersey,Arkansas,Montana,North Dakota,Nebraska,New Mexico,Indiana,California,Ohio,South Carolina,Rhode Island,Michigan,Georgia,Wyoming,New Hampshire,Maryland,Mississippi,Connecticut,West Virginia,Iowa,Illinois,Vermont,Tennessee,Missouri,Wisconsin,North Carolina,Pennsylvania,Kentucky,Delaware,Kansas,Oregon,Massachusetts,Alabama,Arizona,Minnesota,Maine,Nevada,Idaho,Utah,Virginia,New York,Oklahoma,South Dakota,Colorado
229,4.00071,3.4337,1.07634,4.0146,3.47714,0.59812,1.58866,1.48305,2.75534,1.25375,3.17311,1.01945,1.56058,1.03734,0.802958,2.63795,2.04493,0.779111,1.35629,6.32893,3.9564,1.94764,1.55417,2.41691,3.44637,1.19978,2.40867,2.52937,3.04097,1.974,0.369331,0.86741,3.89291,0.384615,1.13747,5.52358,2.30473,2.04648,1.7343,1.16532,2.99842,2.12272,1.70949,2.72662,8.48383,1.9298,1.24238
230,4.28631,3.20977,1.07128,2.53917,4.51475,0.4,1.21239,1.75055,2.38854,1.39993,3.07302,1.01415,1.2911,0.780869,0.967417,2.38229,2.07863,0.765249,1.02528,6.42088,2.71553,1.87354,0.913441,2.60679,3.08229,1.94798,2.20076,2.64821,2.08497,2.71926,0.244362,0.790663,4.30108,0.588043,1.45583,5.87052,1.84192,2.36808,1.94346,1.16225,2.77553,2.4169,1.75565,2.51903,5.82613,1.68624,1.17759
231,4.17538,3.45693,1.11298,2.24284,3.46331,0.71708,1.64939,2.20345,2.56288,2.06722,3.17645,0.921524,0.875182,0.874727,0.891856,1.97436,1.51281,0.614667,1.1649,5.5252,2.73245,1.12277,1.02816,2.62478,2.20796,0.769849,2.44123,2.59362,1.83788,1.88728,0.37317,0.418545,4.12485,0.565698,1.50027,4.71464,1.54041,2.59921,1.70555,1.49568,3.04081,1.96868,1.62989,1.8082,7.09603,1.51797,1.26732
232,3.60072,3.10502,1.07683,2.88725,3.08406,0.795229,0.767386,2.3017,2.46432,1.6775,2.9528,0.885952,0.316623,0.621459,1.0895,1.57449,1.68433,0.257954,1.19675,4.21696,2.10243,1.41471,1.59872,2.80325,2.33352,0.922251,2.01586,2.67014,1.6449,1.75258,0.47423,0.242204,2.83699,0.991326,1.50587,3.90324,1.65807,2.75626,1.51289,1.06904,2.76409,2.11561,1.62236,2.28283,5.73356,1.13311,1.47271
233,3.35832,2.80059,0.806452,2.44113,2.43525,0.735059,1.09785,2.39542,1.97384,1.28052,2.65624,1.19127,0.713371,0.403852,0.97011,1.55379,1.06229,0.386681,1.13963,3.98078,2.0923,1.62009,0.716997,2.92099,2.14936,0.627782,2.066,2.26103,1.41022,1.92067,0.278806,0.384862,2.37119,0.581637,1.56529,2.79083,1.2664,4.12833,1.46161,0.786713,2.27538,1.91629,1.88077,2.15005,4.25296,1.44533,0.795287
234,3.18727,2.68008,0.825921,1.87555,1.73516,0.177857,0.556117,2.08991,1.89048,1.40811,2.655,1.16949,0.594354,0.519134,0.661841,1.42425,1.24876,0.42687,1.27111,3.24798,2.17831,1.52172,1.11034,2.87552,3.23268,0.551171,1.93118,2.21438,1.33421,1.70947,0.403966,0.239973,2.05531,0.89748,1.52827,1.97849,1.36548,2.74203,1.46424,0.972887,2.07191,2.09328,1.8815,2.7072,3.24472,1.40903,1.02354
235,2.63374,2.33665,0.448219,1.57618,1.37409,0.166168,0.554939,1.28593,1.47262,1.33264,2.39851,0.85263,0.410984,0.698262,1.1732,1.19306,1.14504,0.442478,1.48556,3.06616,1.7314,1.71516,0.492126,2.45215,2.5641,0.414056,1.83448,2.42603,0.895378,1.68904,0.466883,0.196657,1.75801,0.55325,1.37273,1.78527,1.19017,2.05597,1.46252,0.903882,2.11293,2.02062,1.75242,2.46135,2.7066,1.05526,0.589198
236,2.74126,1.7776,0.760369,1.60819,1.06967,0.166389,0.941423,0.962567,1.53717,1.21816,2.11801,0.608189,0.564175,0.593698,0.74747,0.989638,1.1676,0.241228,1.17882,2.50502,1.6576,1.26955,0.366876,2.02342,2.07156,0.388394,1.46409,2.06186,0.986164,1.59007,0.23213,0.191205,1.37642,0.588847,1.47236,1.65746,1.25342,2.53521,0.685312,0.800924,2.02255,1.5241,1.46854,1.91507,1.67577,1.0287,0.859005
237,1.67388,1.93687,0.73776,1.8738,0.90527,0.200602,0.430293,0.796312,1.53254,0.874788,2.13528,0.483543,0.199927,0.735179,0.610856,0.714048,0.542075,0.349913,1.11855,2.69645,1.66299,1.15489,0.447539,1.85577,1.33874,0.269476,1.31024,2.30737,0.642576,1.35877,0.234262,0.0954198,1.41046,0.83682,1.32892,1.53061,1.21809,1.56617,1.09351,0.53934,2.08398,2.12351,1.47072,1.4716,1.30879,1.01868,0.537178
238,2.65661,1.77697,0.478053,1.6005,0.731198,0.269088,0.185874,0.679348,1.45316,0.983243,2.14816,0.637059,0.299177,0.419664,0.646174,0.879014,0.441379,0.262467,1.23155,2.46013,1.61093,1.39819,0.134228,1.75137,1.35542,0.28772,1.41824,2.31173,0.76242,1.44705,0.186426,0.0484496,1.56392,0.55788,0.94502,1.42085,1.4832,1.45709,0.821722,0.397475,3.35893,1.56899,1.53866,1.58698,1.23579,0.991005,0.660859
239,2.39644,1.86324,0.446429,1.60158,0.498132,0.0699301,0.175285,0.932744,1.40903,0.669303,2.22859,0.592977,0.22567,0.282251,0.442288,1.05381,0.666154,0.137394,1.10579,2.28433,1.57008,1.26234,0.237982,1.63577,1.4863,0.262796,1.04167,2.09156,0.896298,1.27918,0.111622,0.0462107,0.89201,0.24321,0.948982,1.33359,1.19174,1.06451,0.977139,0.593662,1.81644,1.81131,1.46258,1.8077,1.98118,0.630613,0.668577
240,2.3067,1.76502,0.717581,1.35915,0.476872,0.0001,0.262123,0.90854,1.63165,0.719424,2.26505,0.479281,0.150319,0.0363702,0.373134,1.23519,0.765156,0.0493218,0.901155,2.36609,1.3197,0.749335,0.324324,1.50995,1.04167,0.984157,1.09926,2.31875,0.727433,1.18577,0.0589863,0.0001,0.828402,0.364299,0.744121,1.87775,1.1132,1.00184,0.697472,0.290604,1.49573,1.31759,1.39585,1.18835,1.00287,0.548619,0.525015
241,2.3767,1.56764,0.406504,1.26336,0.396629,0.0001,0.14771,0.614628,1.53257,0.590688,2.10943,0.430019,0.040016,0.0757289,0.394333,1.1996,0.289436,0.106326,1.13001,1.9207,1.2913,0.617127,0.108696,1.49161,0.881834,0.908465,0.958637,0.561798,0.601579,1.07339,0.0520021,0.0001,0.436015,0.0859845,0.757729,1.55815,1.29308,1.60404,0.857867,0.493659,2.56498,1.43499,1.38784,1.3621,0.432633,0.589787,0.258481
242,2.15255,1.49425,0.533618,1.46145,0.75067,0.143472,0.191939,0.630517,1.272,0.738477,2.07654,0.483534,0.225225,0.0727273,0.374336,1.09596,0.361119,0.0001,1.87553,1.90867,1.23775,0.7369,0.0875657,1.28484,0.826446,0.950008,0.129758,0.487805,0.647535,1.50939,0.0199223,0.0761035,0.444074,0.1619,0.919678,0.793861,0.934579,0.700935,0.628366,0.608654,1.32333,1.68057,1.36031,1.64894,0.862069,0.506639,0.194553
243,2.59259,1.25034,0.634006,1.20608,0.736016,0.0001,0.210084,0.68408,1.10031,0.463897,2.17739,0.340522,0.160085,0.0220507,0.318134,0.867792,0.352113,0.0826446,1.3738,1.64819,0.873362,0.753721,0.0001,1.39058,0.810373,0.595817,0.195389,0.38961,0.536645,1.02753,0.0229053,0.0001,0.359477,0.337981,0.730572,0.959342,0.893039,0.974704,0.839476,0.346852,0.768156,1.26793,1.14471,1.80865,0.56391,0.707034,0.279232
244,1.7597,1.24946,0.452196,1.62835,0.55332,0.0001,0.100402,0.667111,0.977343,0.299103,1.96065,0.477816,0.21575,0.0001,0.157691,0.775844,0.328623,0.0828729,1.80365,1.46889,0.740741,0.459306,0.0001,1.26708,0.415512,0.0757193,0.0755572,0.313357,0.540918,1.12459,0.0241698,0.068918,0.43315,0.265135,0.869925,1.01034,0.916517,1.16138,0.863724,0.364282,1.23457,0.950943,1.20665,1.2451,0.21097,0.576959,0.312717
245,1.75866,1.03637,0.458716,1.60348,0.708144,0.0600962,0.18018,0.480513,1.1583,0.6492,1.86878,0.365339,0.0001,0.0442674,0.132769,0.548729,0.152486,0.0589971,1.7341,1.47422,0.641975,0.561848,0.0001,1.07415,0.157729,0.0673401,0.190404,0.205592,0.42604,0.904048,0.00977565,0.0001,0.391802,0.0001,0.695212,1.00705,0.804638,0.69025,0.571102,0.25413,0.349162,1.00904,1.12833,0.441726,0.47081,0.376614,0.228758
246,1.47285,1.17461,0.378644,1.56856,0.180668,0.0001,0.0672948,0.561224,1.05521,0.656685,1.65902,0.392504,0.257898,0.0001,0.111867,0.624879,0.110254,0.0300933,2.1826,1.62843,0.527937,0.340301,0.0001,1.24446,0.174216,0.17567,0.406054,0.590784,0.448693,0.912012,0.00485343,0.0001,0.625823,0.213828,0.739986,0.626204,0.6118,0.651042,0.737101,0.195991,0.418118,1.16949,0.985268,0.823114,0.363471,0.553097,0.352338
247,1.58033,1.10747,0.451581,1.21354,0.111235,0.0001,0.0001,0.373134,0.849467,0.679785,1.64078,0.317125,0.0877963,0.127291,0.133662,0.674737,0.0424268,0.036483,1.47186,1.43311,0.718209,0.4726,0.0001,1.11324,0.37594,0.149522,0.442478,0.143678,0.499405,1.00606,0.00555833,0.0001,0.266756,0.0856164,0.810289,0.619933,0.735794,0.840564,0.570687,0.179033,0.363901,0.797987,0.993886,1.23305,0.562852,0.977836,0.248679
248,1.26985,1.01681,0.525164,1.50991,0.712468,0.109951,0.0001,0.366838,0.879336,0.681886,1.4891,0.318823,0.105652,0.0424809,0.336178,0.602795,0.0402253,0.0001,2.14266,1.43233,0.560673,0.283311,0.0001,1.04587,0.0001,0.0541638,0.0371609,0.330033,0.510308,1.17045,0.00511274,0.0001,0.237883,0.069979,0.639635,0.685871,0.626526,0.710702,0.752644,0.134156,1.15646,0.71203,0.941369,1.31579,0.488998,0.578574,0.298013
249,1.29911,1.14152,0.463177,1.36033,0.326797,0.0001,0.0001,0.933908,1.20734,0.245834,1.27019,0.324971,0.0524934,0.0218245,0.243902,0.51291,0.0733138,0.0343171,1.88399,1.23758,0.390071,0.354372,0.116009,1.02889,0.0001,0.152102,0.260805,0.248447,0.672372,0.91977,0.0149873,0.0001,0.121433,0.210084,0.578848,1.06977,0.647333,0.754636,0.803213,0.210681,0.510949,0.658234,0.832394,1.17908,0.47138,0.653717,0.265781
250,1.28852,1.01653,0.0001,1.16115,0.309917,0.0550055,0.0001,0.785546,1.14028,0.332396,1.07618,0.383359,0.151899,0.0424448,0.0953743,0.489649,0.349786,0.0001,1.54211,1.3491,0.268817,0.320241,0.0001,1.0008,0.561272,0.0944797,0.196309,0.258956,0.63857,0.885329,0.005003,0.0001,0.178042,0.0001,0.618067,0.613358,0.599811,0.785469,0.468241,0.111535,0.680272,0.988692,0.779566,0.900576,0.399401,0.576488,0.426789
251,1.0823,1.10476,0.333704,1.15761,0.195886,0.157563,0.0001,0.832702,0.820616,0.28616,1.07527,0.546875,0.0668449,0.0001,0.332478,0.504657,0.270688,0.0001,1.67691,1.33222,0.0888494,0.318701,0.0001,1.06443,0.686106,0.102354,0.0806777,0.349192,0.460375,0.709442,0.0149536,0.0001,0.319211,0.0672043,0.60925,0.596125,0.684717,0.566572,0.294317,0.247219,0.336984,0.733964,0.815613,1.36986,0.520833,0.520729,0.462368
252,1.12071,0.957739,0.156128,1.50245,0.168634,0.212766,0.0001,1.01664,0.814359,0.434227,1.06028,0.361847,0.237812,0.0642123,0.240964,0.440072,0.190549,0.0345543,1.19101,1.13267,0.0515996,0.356224,0.0001,1.11983,0.44603,0.128123,0.249584,0.200642,0.591522,0.92326,0.0001,0.0001,0.170989,0.0001,0.575323,0.775031,0.627193,1.00865,0.635637,0.134048,1.40969,0.882541,0.80996,1.50362,0.0001,0.525465,0.415251
253,1.14597,0.924169,0.186706,1.19066,0.114811,0.0001,0.0001,0.44843,0.64302,0.599486,1.22321,0.426157,0.0706714,0.0572246,0.284437,0.682938,0.11583,0.0001,2.60994,1.31951,0.149626,0.273895,0.0001,0.987891,0.57971,0.193963,0.0784314,0.223914,1.06935,0.735294,0.0001,0.0001,0.104959,0.0001,0.582876,1.07184,0.60065,0.99734,0.575349,0.28028,0.262238,0.846796,0.814073,1.48782,0.493827,0.568855,0.310752
254,1.58142,0.954499,0.218818,1.17442,0.0792393,0.0001,0.0001,0.783699,1.16097,0.660418,1.15595,0.516327,0.0439174,0.0001,0.268924,0.800827,0.174581,0.0859845,1.41663,1.60092,0.0455581,0.351419,0.0001,0.901366,0.694444,0.208899,0.260501,0.208943,0.503712,0.929204,0.0047776,0.0001,0.311284,0.0001,0.563607,1.23869,0.919573,0.831328,0.605807,0.762777,0.727651,0.552086,0.800209,0.839793,0.660905,0.541176,0.424757
255,1.1363,1.40946,0.193673,0.555374,0.186451,0.0001,0.0001,0.609756,0.999147,0.874126,1.30353,0.442478,0.121704,0.0392234,0.143258,0.940312,0.114025,0.0001,0.980597,1.57368,0.0001,0.518533,0.0001,1.0581,0.776197,0.292015,0.148846,0.298507,0.969753,0.763889,0.0190087,0.0001,0.313934,0.0001,0.666414,1.19769,0.904374,1.17915,0.58126,0.739504,0.0001,0.773633,0.865735,1.27684,0.420168,0.892374,0.630734
256,1.52525,1.48782,0.347705,0.867137,0.243309,0.0001,0.0001,0.507614,0.835073,0.598679,1.26281,0.414823,0.0776699,0.0196618,0.223573,1.09347,0.104858,0.0729395,1.30884,2.53905,0.0654664,0.677201,0.154799,1.01978,0.398406,0.439711,0.0474834,0.522755,0.651011,1.09982,0.00493097,0.0001,0.272232,0.292398,0.528587,1.05548,0.838819,0.72381,0.892676,0.795756,0.610998,0.905648,1.05626,0.708316,0.671488,0.601464,0.428004
257,2.01858,1.71873,0.198886,1.28706,0.346741,0.0494315,0.129534,0.820896,1.15894,0.86145,0.909243,0.417633,0.182565,0.0398486,0.181549,1.27579,0.208333,0.0478927,1.85274,1.93839,0.13741,0.614425,0.23753,1.22324,0.616523,0.58651,0.244126,0.320307,0.310463,0.928897,0.0174886,0.0001,0.221293,0.876011,0.662703,0.871632,0.819975,0.527958,0.777143,0.842156,0.591716,0.79352,1.14117,0.690934,0.596421,0.816565,0.36523
258,1.8631,1.72775,0.476644,0.959693,0.172712,0.140302,0.0001,0.572519,1.40389,0.847637,1.4079,0.288462,0.404115,0.0528355,0.298647,1.04745,0.374532,0.0733138,1.60536,2.11071,0.0569801,0.656374,0.0001,1.4677,1.25945,0.637301,0.735294,0.60551,0.765143,1.19428,0.0324781,0.0001,0.621404,0.610772,0.681726,1.25708,0.90587,0.393332,0.731261,0.497512,0.0693001,0.710344,1.07965,1.23784,1.45985,0.584795,0.453858
259,2.09836,1.75498,0.446999,1.91625,0.309215,0.130548,0.0001,0.720839,1.02536,1.11996,1.34636,0.533826,0.208044,0.0800641,0.208333,1.17176,0.311526,0.11592,1.46268,2.3217,0.17673,0.766479,0.19802,1.42413,0.701262,0.596986,0.819921,0.561134,0.813221,1.19665,0.0534974,0.0602773,0.898357,0.703518,0.629266,1.64931,1.01333,0.78256,0.192097,0.94541,0.063012,1.11618,1.29069,1.01226,1.08949,0.204082,0.631769
260,2.17404,1.79191,0.911577,1.44609,0.2574,0.0581734,0.087108,1.19403,0.931677,1.21769,1.21246,0.57026,0.283086,0.12747,0.281641,1.40799,0.227964,0.0653595,1.24585,2.19729,0.448632,0.771431,0.967742,1.28036,0.806452,0.411219,0.908785,1.30351,1.11747,1.00901,0.0502581,0.0001,1.2293,0.283587,0.407127,2.15379,0.736351,0.815059,0.536033,1.30785,0.30722,1.03753,1.31923,0.426954,1.06336,0.34662,0.394777
261,3.1748,1.81531,0.441684,0.896943,1.14799,0.129618,0.60652,0.428878,0.971393,0.923388,1.38064,0.54476,0.539773,0.110072,0.679905,1.4234,0.418318,0.0828672,1.09231,2.15856,1.0157,1.02553,0.433735,1.63805,0.222519,0.734619,1.11897,1.89587,0.835925,1.30656,0.236898,0.0994777,1.12164,0.609618,0.790429,2.58875,1.23609,0.597213,1.1742,0.62855,0.404263,1.05777,1.33996,0.588433,0.937038,0.981962,0.51656
262,3.42995,1.81375,0.730327,0.608305,0.863984,0.110092,0.211119,0.451722,0.906883,1.1695,1.5661,0.650656,0.874568,0.145864,0.682377,1.17165,0.416336,0.17753,0.792553,2.57163,0.805524,0.978325,0.28746,1.7586,0.295334,0.604789,1.26363,1.7285,1.28871,1.50744,0.307777,0.0235738,1.02605,0.889757,0.643767,2.48819,1.44689,1.17073,0.893655,0.397966,0.354484,1.05639,1.50892,0.557203,2.1645,0.928495,0.62028
263,3.63057,2.04177,0.349592,0.605908,0.997208,0.286328,0.232739,0.498287,1.16146,1.07755,1.50411,0.572453,1.06744,0.23129,0.655234,1.03207,0.541691,0.137426,1.44368,2.59902,0.963763,1.31689,0.630473,1.6042,0.486174,0.757878,1.60311,1.82971,1.24048,1.61744,0.318249,0.0697188,1.05094,0.801527,0.733375,2.31635,1.49271,0.78125,1.09129,0.488183,0.609989,1.22651,1.7641,0.85962,2.18176,0.818172,0.528659
264,3.84937,1.86562,0.970874,0.426487,0.845899,0.059453,0.160128,0.331583,0.995633,1.18121,1.61772,0.589923,1.67598,0.231099,0.722036,0.847821,0.540324,0.20979,1.44254,2.55443,1.42061,1.07118,0.285714,1.77543,0.445633,0.642475,1.13927,1.56403,1.40775,1.35201,0.423318,0.123885,1.20738,0.816957,0.589921,2.19702,1.80696,0.831601,1.03147,0.689338,0.576271,1.12832,1.54868,0.816171,2.18795,1.01793,0.440744
265,3.47839,1.92489,0.426667,0.744961,0.967296,0.193299,0.405268,0.489663,1.20291,1.10347,1.73589,0.736329,1.27774,0.26852,0.835379,1.07349,0.666159,0.240385,1.43698,2.38468,1.79143,1.41249,0.559763,1.79698,0.891651,0.698991,1.44876,1.62839,1.17667,1.3918,0.494734,0.204918,1.60356,0.660981,0.667916,2.31715,1.87283,1.2874,1.08696,0.660979,0.443383,1.51484,1.65955,0.655665,2.13297,1.20166,0.359595
266,3.86243,2.1096,0.401914,0.430005,1.07014,0.23488,0.423131,0.565771,1.45063,1.221,1.80813,0.959362,1.74586,0.187138,0.816032,1.01664,0.801443,0.209809,1.44607,2.73615,1.07817,1.44617,0.498398,2.01816,0.925926,0.587774,1.6603,1.56006,0.972206,1.55583,0.492591,0.167866,1.44268,1.81065,0.672289,2.20919,1.80418,1.10984,1.35762,0.663507,0.673759,1.5367,1.67621,0.723665,3.17486,1.09203,0.389206
267,3.96778,2.19967,0.402857,0.652884,1.25613,0.0518135,0.342466,0.921788,1.46879,1.19584,2.14097,0.645642,1.61504,0.186335,0.781501,1.25685,0.429185,0.279525,1.68539,3.16855,1.1393,1.01986,0.525164,1.89498,0.764818,0.939368,1.18776,1.61699,1.17183,1.55956,0.52279,0.273496,1.40774,1.33049,0.645367,2.64504,1.84161,1.49593,0.985137,0.49005,0.439932,1.60466,1.90304,1.18498,2.25944,1.05796,0.513322
268,4.81392,2.43487,0.261584,0.672043,1.21043,0.195084,0.0001,0.697293,2.27843,1.48581,2.39866,0.768743,1.62472,0.213276,0.754856,1.55757,0.708174,0.10772,2.64002,3.37755,1.69643,1.24273,0.344531,2.04812,1.22599,1.23581,1.86682,2.01622,1.56315,1.97417,0.58523,0.261292,1.58172,1.72911,0.869205,3.50323,1.88987,1.94823,0.688249,0.844991,1.07204,2.05614,2.17016,0.97867,4.18859,1.50154,0.659051
269,4.43529,2.28758,0.285497,0.987224,1.0763,0.13031,0.335196,0.350263,1.29126,0.891104,2.02273,0.622169,1.59563,0.209407,0.653595,1.11751,0.625809,0.463897,2.11117,3.32872,0.956304,1.30868,0.399113,2.04212,1.30409,0.953007,1.20617,1.53918,1.55678,1.56455,0.607979,0.148588,1.41036,1.7094,0.793021,2.45363,2.40085,0.920578,1.06572,0.721364,0.681431,1.29138,2.07325,1.1818,2.93651,1.21327,0.515759
270,4.49576,2.03417,0.497696,1.06728,1.32599,0.1321,0.0001,0.833066,1.7464,1.42664,2.07101,0.904533,0.713063,0.178629,0.731161,1.29957,0.714905,0.464084,1.91238,3.09749,1.7386,1.27957,0.114112,2.16111,0.828984,1.47238,1.16959,1.25945,1.53713,1.95162,0.535988,0.148331,1.28025,0.831409,0.811212,2.76306,2.31562,1.80049,0.960171,0.96706,0.43956,1.41706,2.22075,1.51335,2.80758,1.22345,0.838355
271,4.67202,2.20889,0.391349,1.09957,1.29193,0.140895,0.752823,0.545455,1.86997,1.85714,2.17017,0.722748,0.621302,0.210933,0.905253,2.13077,0.665281,0.400168,2.28471,3.18088,1.97822,1.78188,0.370542,2.16723,1.29916,1.2089,1.75389,1.6161,1.78543,2.21809,0.612963,0.144265,1.34895,1.09102,0.791949,3.1391,2.41173,1.54377,0.898204,1.04183,0.958702,1.80879,2.36551,1.25511,2.10428,1.36701,0.508187
272,5.12797,2.66484,0.583745,1.17736,1.57804,0.239693,1.07198,0.459982,2.10199,2.1843,2.91333,0.975264,0.515668,0.200334,0.905545,2.6336,0.425791,0.416934,3.08793,3.73491,2.39398,1.52858,0.73193,2.6622,1.38272,1.22811,2.03742,1.89283,2.76382,2.73918,0.639235,0.0001,1.34755,0.936037,1.31384,3.28583,3.08603,2.84483,0.902171,1.2116,0.441393,2.12355,2.80804,2.14651,3.46522,1.75747,0.786943
273,5.70737,2.47861,0.747384,1.40393,1.34382,0.27946,1.07383,0.421151,1.99108,2.54879,3.27722,0.925092,0.649351,0.383543,0.94131,1.97743,0.897868,0.509404,3.59815,3.25682,2.95939,1.65355,1.30548,2.55183,1.93258,1.15248,2.02099,1.79739,2.62926,3.01098,0.590034,0.202634,1.56353,0.932306,1.24224,2.88941,2.59408,1.93642,1.62022,1.43746,0.839944,2.30778,2.67095,1.97842,3.75139,1.4567,1.41364
274,4.68602,2.26002,0.554201,1.54976,1.24318,0.123495,0.20141,0.529412,1.60428,1.45969,2.5018,0.833012,0.683018,0.352113,0.953501,1.56396,0.805195,0.368409,2.27929,2.65897,2.65283,1.24065,0.824317,2.44474,1.50082,1.23172,1.91673,1.74376,1.56604,2.43179,0.652522,0.266351,1.59266,1.2949,1.03824,2.77095,2.77037,0.556836,0.862745,1.18955,1.48072,1.57693,2.32881,1.15723,2.32655,1.50217,1.148
275,4.16846,2.44385,0.797147,1.343,1.63324,0.0592944,0.906736,0.527395,1.85863,0.945587,2.47039,0.893183,0.720721,0.468933,0.687134,1.53293,0.700389,0.480077,3.07626,2.4243,2.82404,1.21729,0.587438,2.79141,1.35501,1.81601,1.59607,1.47809,1.72929,2.15585,0.639714,0.214988,1.20081,1.6622,1.09204,2.79062,2.78806,0.58096,0.872151,0.909577,1.28824,2.10701,2.22837,2.56989,2.78759,1.5884,0.941567
276,4.36048,2.4867,1.0872,1.58053,1.72027,0.129534,0.231214,0.328554,2.35777,1.44479,2.68971,0.734548,0.791053,0.554855,0.898847,1.71299,0.806452,0.408163,2.80927,2.8172,2.8912,1.32488,0.288323,2.56198,1.52561,1.87742,1.82839,1.98363,1.85998,2.27801,0.434208,0.0820008,1.20733,2.13383,1.25813,3.24173,3.02494,0.676788,0.951315,1.23082,1.2318,2.14924,2.18843,1.90067,3.67476,1.84008,1.00711
277,4.96129,2.34685,1.01818,1.85906,2.21743,0.246548,0.343249,0.406858,2.39875,1.56227,2.83328,0.841751,0.654387,0.631735,0.842919,1.83451,0.703675,0.45045,2.33088,3.15879,3.29925,1.47666,0.549218,2.75204,1.80208,1.3291,1.60151,1.34354,1.52851,2.4708,0.514626,0.10101,1.45168,2.12389,1.43077,3.15247,3.40586,0.762547,0.886557,1.19691,1.71334,2.69415,1.93452,1.6013,3.51783,1.59929,0.835921
278,4.89241,2.51039,1.28357,1.69208,2.07073,0.224027,1.07738,0.437158,2.6483,1.20893,3.28407,0.874179,1.14037,1.11997,1.01783,1.81663,1.11516,0.588713,1.34237,2.87259,3.19507,1.13276,0.528053,3.04572,1.06446,1.7164,1.37948,1.62109,1.6268,2.45783,0.708629,0.186625,1.67744,2.22763,1.61123,3.24061,3.97859,1.00438,1.15839,1.38714,2.32394,2.83149,1.74534,1.7329,3.41487,2.06847,1.16318
279,5.62804,2.62713,1.78059,2.60692,2.53538,0.336962,1.27796,0.704424,3.72,1.50665,3.91439,1.09736,1.52526,0.952025,1.37645,1.83585,1.60428,0.626305,2.60127,3.51508,4.15838,1.81735,0.564744,3.32896,1.7097,1.63431,2.1764,1.74373,2.16115,2.37481,1.00349,0.0978793,1.6462,1.90729,1.49574,3.12853,5.18344,1.11789,0.899844,1.80372,1.38484,3.18894,1.9085,2.71642,4.41915,2.9212,1.27733
280,6.36256,2.89193,2.35294,3.01218,2.69906,0.349548,1.57195,0.699097,4.09926,2.05432,4.39619,1.44145,1.99443,1.36986,1.7294,2.34201,1.67118,0.655165,4.37746,3.54654,3.70722,1.74266,1.1657,3.87532,2.73022,3.11609,2.2293,2.16718,3.12333,2.02913,1.48209,0.0641643,2.34536,2.81959,1.57182,3.89068,5.17415,2.73241,0.920887,2.24189,2.25225,4.09285,2.32802,1.76664,3.59483,2.56379,1.50134
281,4.48169,3.20624,2.10858,2.58117,3.17365,0.247321,1.02564,1.00546,4.16112,2.7492,3.73143,1.67182,2.38253,1.46733,2.39001,2.60638,1.66878,0.753212,3.16991,4.57577,3.7826,2.69257,1.35017,3.88773,1.53653,3.338,2.0909,2.55664,4.19302,2.91049,2.34549,0.658307,2.40447,2.48518,1.57617,4.39855,5.38213,2.65649,0.883864,2.34118,1.46189,4.24214,2.69247,2.83297,3.86364,2.42168,1.58921
282,4.7195,3.70534,1.66157,3.76333,4.87194,0.60347,0.890208,1.48835,5.04657,3.48604,3.63724,1.65649,2.36412,1.36803,2.6582,2.84092,1.96032,0.783828,3.00395,4.8877,3.4711,2.71718,1.6221,4.17069,2.19161,3.33087,2.83647,2.98078,3.99742,3.32486,2.1133,1.03028,2.94245,2.66258,1.75215,5.47097,5.02006,3.09101,0.903274,2.76263,1.79856,3.4478,3.34539,3.41463,3.16993,2.11684,1.67642
283,4.01485,3.63969,1.42261,4.47187,5.62608,0.35229,1.64127,1.60966,4.39492,4.73192,3.69442,2.44448,2.76159,2.06706,2.73456,3.45765,2.55706,1.2543,3.03093,5.35687,3.61106,3.104,1.23092,3.9101,2.58802,3.62272,3.06748,3.27547,3.83595,4.46836,2.67058,1.73697,3.26718,3.46895,2.58081,6.55058,4.14432,4.07295,1.1257,2.5523,2.03507,3.57419,3.94309,3.41609,4.42237,2.49142,1.67542
284,3.73119,2.87454,1.15516,4.86093,4.29502,1.23457,2.09644,0.845728,4.66515,3.03411,3.19283,1.78285,1.82311,1.72445,2.33998,2.5205,3.47663,1.27737,2.38066,4.11273,2.67584,2.38769,0.896861,3.32867,2.64741,2.20175,2.6461,2.7159,3.97115,3.20347,2.2474,1.35218,2.57767,3.20603,2.22927,4.98188,3.57787,2.50569,1.95195,2.77078,2.4777,3.27439,3.7071,3.80303,3.11838,1.92438,1.6285
285,3.46318,2.9295,1.80846,3.9079,3.59551,0.43494,1.36157,1.05159,3.93164,2.26143,2.99262,1.82237,1.98708,1.5854,2.18061,2.90096,2.85855,1.18102,1.72097,3.84615,2.79368,2.28422,1.0118,2.78787,2.20632,2.79813,2.86005,2.61708,3.45713,3.4132,1.58069,1.53739,2.15661,1.15677,1.9326,5.03734,3.08999,2.23573,1.40088,1.27855,1.50134,2.30788,3.14517,2.89463,3.48019,2.1174,1.80285
